,filename,task,expected_text,grade,score,fold
43,eioems.wav,nonword_repetition,goomdachahytowb,1,0.0,0
44,jeyysz.wav,blending,piano,KG,1.0,0
45,isfrrd.wav,blending,sleep,KG,0.0,0
46,jnsbgf.wav,blending,kite,KG,0.0,0
47,jphcyw.wav,blending,hamburger,KG,1.0,0
48,azkscj.wav,nonword_repetition,murdapfuhgowt,2,0.0,0
49,ckfarl.wav,nonword_repetition,kuhcheyvap,KG,1.0,0
50,ckefoe.wav,nonword_repetition,moif,KG,1.0,0
51,htbbuf.wav,blending,desk,KG,0.0,0
52,fnypha.wav,deletion,ore,2,1.0,0
53,fjwyyv.wav,deletion,bee,KG,0.0,0
54,hvngfx.wav,blending,pancake,KG,1.0,0
55,ilblad.wav,blending,cow,KG,0.0,0
56,aujkgo.wav,nonword_repetition,kuhcheyvap,KG,1.0,0
57,cthjvs.wav,nonword_repetition,noimahyd,KG,1.0,0
58,ffnzxd.wav,deletion,cool,KG,1.0,0
59,mbkwbz.wav,sentence_repetition,he wouldnt go with his sister because he was tired,1,0.0,0
60,bxdbam.wav,nonword_repetition,forbmuhteevheynohg,2,0.0,0
61,dppisl.wav,nonword_repetition,gahyfmowb,KG,0.0,0
62,fufmxr.wav,deletion,kid,KG,0.0,0
63,kcjrlg.wav,sentence_repetition,the old jacket has a weird smell,KG,1.0,0
64,eygzwx.wav,deletion,hair,KG,1.0,0
65,axqcfp.wav,nonword_repetition,cheemkeev,KG,1.0,0
66,idborn.wav,blending,rabbit,KG,1.0,0
67,josqnl.wav,blending,cow,KG,0.0,0
68,butesb.wav,nonword_repetition,vooktowf,1,1.0,0
69,cgivtw.wav,nonword_repetition,vahtoifkerheev,KG,0.0,0
70,kjboba.wav,sentence_repetition,the old jacket has a weird smell,KG,0.0,0
71,mtkozm.wav,sentence_repetition,the children can play but they need to be quiet,1,1.0,0
72,gzinzu.wav,deletion,ore,KG,0.0,0
73,leqxdj.wav,sentence_repetition,the dogs who barked at the squirrel knocked over the flower pot,2,1.0,0
74,mphzwz.wav,sentence_repetition,the horse was ridden by the boy,KG,1.0,0
75,fetsxb.wav,deletion,plan,KG,0.0,0
76,cvdawm.wav,nonword_repetition,nowb,2,1.0,0
77,jprahy.wav,blending,rabbit,KG,1.0,0
78,gnicrx.wav,deletion,free,KG,0.0,0
79,measfc.wav,sentence_repetition,instead of drinking his milk willie ate a green apple,2,0.0,0
80,agmfmq.wav,nonword_repetition,nowbheektervohk,KG,0.0,0
81,iypydq.wav,blending,fish,KG,0.0,0
82,azkaii.wav,nonword_repetition,kuhcheyvap,KG,0.0,0
83,kmahko.wav,sentence_repetition,cook dinner then you may have cake and watch tv,3,0.0,0
84,kzylee.wav,sentence_repetition,why does the science lab smell like smoke,KG,0.0,0
85,mpllyc.wav,sentence_repetition,the children can play but they need to be quiet,KG,1.0,0
86,caxgca.wav,nonword_repetition,goomdachahytowb,1,0.0,0
87,lbtuos.wav,sentence_repetition,instead of drinking his milk willie ate a green apple,KG,0.0,0
88,lfbpyv.wav,sentence_repetition,instead of drinking his milk willie ate a green apple,1,1.0,0
89,iyydtn.wav,blending,eyebrow,KG,1.0,0
90,actojr.wav,nonword_repetition,mowp,1,1.0,0
91,joutrv.wav,blending,snake,KG,0.0,0
92,hqigkn.wav,blending,mouse,KG,0.0,0
93,eajibl.wav,nonword_repetition,vahftombuhgoid,KG,1.0,0
94,hxhmfs.wav,blending,rabbit,KG,0.0,0
95,dpsomb.wav,nonword_repetition,vugoobuhcheen,KG,0.0,0
96,cscqaw.wav,nonword_repetition,kuhcheyvap,KG,0.0,0
97,jmdxde.wav,blending,apple,KG,0.0,0
98,genyqh.wav,deletion,eat,2,1.0,0
99,dgoulm.wav,nonword_repetition,neygfowtvahkeeb,1,0.0,0
100,birkej.wav,nonword_repetition,moif,KG,1.0,0
101,jtafle.wav,blending,jacket,KG,0.0,0
102,dwrozg.wav,nonword_repetition,fuhmoibnagoopchey,1,0.0,0
103,illbin.wav,blending,football,KG,1.0,0
104,fdojcg.wav,deletion,key,KG,0.0,0
105,aiybkr.wav,nonword_repetition,davhowterboif,1,0.0,0
106,ewykzv.wav,deletion,bet,1,0.0,0
107,hhvrtb.wav,deletion,fall,KG,0.0,0
108,ldoecg.wav,sentence_repetition,practice singing and dancing at home every night before the show next week,2,0.0,0
109,ksmheb.wav,sentence_repetition,he wouldnt go with his sister because he was tired,1,1.0,0
110,dkfacg.wav,nonword_repetition,mowp,1,1.0,0
111,jieqbk.wav,blending,mother,KG,0.0,0
112,ajeuxj.wav,nonword_repetition,nohfteyg,1,1.0,0
113,ffqpkj.wav,deletion,house,KG,1.0,0
114,aervjh.wav,nonword_repetition,meevteyfohg,KG,0.0,0
115,fqzily.wav,deletion,off,KG,1.0,0
116,mnoleh.wav,sentence_repetition,although she had already eaten breakfast her father made her a snack,KG,0.0,0
117,bavfmb.wav,nonword_repetition,kahymgowboov,1,0.0,0
118,lrpmsc.wav,sentence_repetition,he wouldnt go with his sister because he was tired,KG,0.0,0
119,ivldfq.wav,blending,rabbit,KG,0.0,0
120,ltamej.wav,sentence_repetition,the birds chirped loudly as the sun rose,KG,0.0,0
121,knrvtr.wav,sentence_repetition,what do you want to do after reading this book,1,1.0,0
122,gutdfv.wav,deletion,light,KG,0.0,0
123,lldjac.wav,sentence_repetition,where did you put that new pencil i just bought yesterday,1,0.0,0
124,cfudjt.wav,nonword_repetition,vugoobuhcheen,KG,0.0,0
125,bcfkgz.wav,nonword_repetition,neemvoik,1,1.0,0
126,gzcgnb.wav,deletion,knee,KG,0.0,0
127,lddzfy.wav,sentence_repetition,he wouldnt go with his sister because he was tired,1,1.0,0
128,cfytpd.wav,nonword_repetition,kefnuhvohkmerforb,KG,0.0,0
129,lsijai.wav,sentence_repetition,neither store is open but both have used childrens books for sale,1,0.0,0
130,kyxgsd.wav,sentence_repetition,he wouldnt go with his sister because he was tired,KG,1.0,0
131,jpdtkz.wav,blending,feet,KG,1.0,0
132,ebeoqw.wav,nonword_repetition,towneebvookahyb,2,0.0,0
133,gabgyo.wav,deletion,fish,KG,1.0,0
134,grjfid.wav,deletion,bell,1,1.0,0
135,hzkiak.wav,blending,smoke,KG,0.0,0
136,lzsplt.wav,sentence_repetition,where did you put that new pencil i just bought yesterday,1,0.0,0
137,mhhvqn.wav,sentence_repetition,put the chicken in the freezer before you leave,KG,1.0,0
138,krjexo.wav,sentence_repetition,instead of watching the movie they decided they were tired and went to sleep,1,0.0,0
139,founkn.wav,deletion,eat,2,1.0,0
140,jaekkm.wav,blending,kite,KG,0.0,0
141,ifqtug.wav,blending,piano,KG,0.0,0
142,jqkepb.wav,blending,baby,KG,0.0,0
143,cilybg.wav,nonword_repetition,goifpahyd,1,1.0,0
144,gtelme.wav,deletion,ore,KG,1.0,0
145,gtxsim.wav,deletion,key,KG,0.0,0
146,dwunvw.wav,nonword_repetition,buhkahypvermoid,1,0.0,0
147,iyuhto.wav,blending,desk,KG,1.0,0
148,jlwyqy.wav,blending,fly,KG,0.0,0
149,lxisoa.wav,sentence_repetition,tell your little brother he needs to wash his socks,2,1.0,0
150,awjrog.wav,nonword_repetition,koovnorb,1,1.0,0
151,ecnyxp.wav,nonword_repetition,goomdachahytowb,1,0.0,0
152,mwrobp.wav,sentence_repetition,whenever the bell rings walk through those doors,KG,0.0,0
153,ilnbsb.wav,blending,football,KG,1.0,0
154,lzccsi.wav,sentence_repetition,his friend has an old guitar that you could borrow if you would like,3,0.0,0
155,lttttm.wav,sentence_repetition,my oldest brother is easily taller than all our cousins,3,1.0,0
156,bulefe.wav,nonword_repetition,kahymgowboov,1,0.0,0
157,dqoprs.wav,nonword_repetition,neemvoik,1,1.0,0
158,mdhwme.wav,sentence_repetition,he wouldnt go with his sister because he was tired,KG,0.0,0
159,fbfmdu.wav,deletion,house,KG,1.0,0
160,jxvdnt.wav,sentence_repetition,as the sun began to set the boys made their way home,1,0.0,0
161,ejjcmm.wav,deletion,bee,KG,0.0,0
162,kwbzsx.wav,sentence_repetition,quickly pick up the toys that were dumped out of that box,3,0.0,0
163,cmuiou.wav,nonword_repetition,poiteyvohkmuhowb,KG,0.0,0
164,aqdfgz.wav,nonword_repetition,neemvoik,1,1.0,0
165,mbvxyi.wav,sentence_repetition,was the boy with his friends during the movie,1,0.0,0
166,cgyrwh.wav,nonword_repetition,kahymgowboov,1,1.0,0
167,cxlpkd.wav,nonword_repetition,doovkeepohfmerbeyg,1,0.0,0
168,jcquhy.wav,blending,smell,KG,0.0,0
169,mtuexr.wav,sentence_repetition,the birds are flying quickly,KG,1.0,0
170,cbgfuy.wav,nonword_repetition,vugoobuhcheen,KG,0.0,0
171,fylzbp.wav,deletion,round,2,0.0,0
172,lolzrg.wav,sentence_repetition,even though it is dark outside the boys house he is still playing happily,2,1.0,0
173,hrrfvp.wav,blending,butterfly,KG,0.0,0
174,glrqbj.wav,deletion,house,KG,1.0,0
175,enxqxj.wav,deletion,spit,1,1.0,0
176,bncxeq.wav,nonword_repetition,kuhcheyvap,KG,0.0,0
177,jynurn.wav,sentence_repetition,his friend has an old guitar that you could borrow if you would like,2,0.0,0
178,kfhzmm.wav,sentence_repetition,because it is raining can we play some video games that i downloaded last week,3,0.0,0
179,ixrikz.wav,blending,box,KG,0.0,0
180,daigdv.wav,nonword_repetition,pahyb,KG,1.0,0
181,hlmckp.wav,deletion,it,KG,0.0,0
182,irdtkc.wav,blending,mud,KG,1.0,0
183,ifkggu.wav,blending,sock,KG,0.0,0
184,ajqsqv.wav,nonword_repetition,cheemkeev,KG,1.0,0
185,eszqjz.wav,deletion,it,KG,0.0,0
186,mkhbyj.wav,sentence_repetition,that toy belongs to the boys new kitten,KG,1.0,0
187,jtwyxz.wav,blending,smoke,KG,1.0,0
188,midxhg.wav,sentence_repetition,the bat wakes up at night and tries to catch small bugs,3,1.0,0
189,evktjg.wav,deletion,or,KG,1.0,0
190,cbmkjp.wav,nonword_repetition,vugoobuhcheen,1,0.0,0
191,arroqk.wav,nonword_repetition,toifkerpohgvoomef,1,0.0,0
192,gucpul.wav,deletion,an,KG,0.0,0
193,eplebn.wav,deletion,room,KG,0.0,0
194,akhjac.wav,nonword_repetition,voogfowboik,KG,0.0,0
195,abxnyk.wav,nonword_repetition,vugoobuhcheen,1,1.0,0
196,hnudol.wav,deletion,hot,1,0.0,0
197,ffpodj.wav,deletion,ore,KG,1.0,0
198,hnufez.wav,deletion,light,KG,0.0,0
199,bbwqlp.wav,nonword_repetition,dakgowmuhkoov,1,1.0,0
200,emmtfb.wav,deletion,fish,KG,1.0,0
201,ifzpzt.wav,blending,fan,KG,1.0,0
202,fvjodw.wav,deletion,rain,KG,1.0,0
203,cpvsmn.wav,nonword_repetition,keevnamoiftowg,1,0.0,0
204,kewluk.wav,sentence_repetition,the farmer watered his vegetables while the cows chewed on grass,KG,1.0,0
205,hdvhxi.wav,deletion,it,KG,0.0,0
206,ahptdm.wav,nonword_repetition,geftohgneeb,1,0.0,0
207,hlgdzi.wav,deletion,my,KG,1.0,0
208,cqliac.wav,nonword_repetition,moid,KG,1.0,0
209,gnfayv.wav,deletion,old,KG,1.0,0
210,axpcbn.wav,nonword_repetition,tohfpeeg,KG,1.0,0
211,kuittz.wav,sentence_repetition,i like jumping rope more than i like playing soccer on the playground,2,0.0,0
212,mwmzkt.wav,sentence_repetition,we have had to stop playing outside because it has rained so much,1,0.0,0
213,ltplez.wav,sentence_repetition,his friend has an old guitar that you could borrow if you would like,3,1.0,0
214,ehfkuf.wav,nonword_repetition,vugoobuhcheen,KG,0.0,0
215,flxgkh.wav,deletion,car,KG,0.0,0
216,ethsvf.wav,deletion,bee,KG,0.0,0
217,kgrneg.wav,sentence_repetition,the old jacket has a weird smell,KG,0.0,0
218,izrnwe.wav,blending,fox,KG,0.0,0
219,mctqbk.wav,sentence_repetition,the children can play but they need to be quiet,1,1.0,0
220,hgksmu.wav,deletion,right,KG,0.0,0
221,ewoxju.wav,deletion,round,2,0.0,0
222,hqnesk.wav,blending,paper,KG,1.0,0
223,baxtqd.wav,nonword_repetition,heeg,1,1.0,0
224,lbvtfx.wav,sentence_repetition,both the girl and her neighbor watch tv every sunday,1,1.0,0
225,gxjxgg.wav,deletion,key,KG,0.0,0
226,mposyk.wav,sentence_repetition,the children can play but they need to be quiet,2,1.0,0
227,imwkdy.wav,blending,jacket,KG,1.0,0
228,czuedj.wav,nonword_repetition,kurcheypheef,1,1.0,0
229,ehdyye.wav,nonword_repetition,tevbeenorb,1,0.0,0
230,mmbivb.wav,sentence_repetition,jenna left the birthday party early because she felt sick,KG,0.0,0
231,btcanr.wav,nonword_repetition,tuhneydvoocheeb,1,1.0,0
232,brhoeb.wav,nonword_repetition,choig,1,1.0,0
233,gtuzeb.wav,deletion,key,KG,1.0,0
234,bxfeeg.wav,nonword_repetition,chohvderfowbneeteyf,1,1.0,0
235,gfdnws.wav,deletion,eat,KG,1.0,0
236,maters.wav,sentence_repetition,as the sun began to set the boys made their way home,1,1.0,0
237,mvjrdu.wav,sentence_repetition,this morning i wanted to go to the park but the bus was too late,2,1.0,0
238,mpkxjo.wav,sentence_repetition,johnny saw his mom light a candle in the kitchen,KG,0.0,0
239,easnsa.wav,nonword_repetition,vugoobuhcheen,KG,1.0,0
240,iukbcr.wav,blending,eyebrow,KG,1.0,0
241,edcwms.wav,nonword_repetition,goomdachahytowb,2,0.0,0
242,ighxih.wav,blending,tiger,KG,1.0,0
243,cbhfkh.wav,nonword_repetition,bowfgeechoib,1,0.0,0
244,fjfpwa.wav,deletion,eat,1,1.0,0
245,lpzbbz.wav,sentence_repetition,if lily did not have a broken finger she would play tennis with her friends,1,1.0,0
246,bsxhdx.wav,nonword_repetition,vugoobuhcheen,1,1.0,0
247,iclnht.wav,blending,cow,KG,1.0,0
248,fvnnay.wav,deletion,right,KG,0.0,0
249,fmrafv.wav,deletion,shell,KG,1.0,0
250,gyvkwb.wav,deletion,ham,KG,1.0,0
251,etbtoh.wav,deletion,lap,KG,0.0,0
252,basokd.wav,nonword_repetition,kuhcheyvap,KG,0.0,0
253,hupcbv.wav,blending,smoke,KG,0.0,0
254,mbyavj.wav,sentence_repetition,the red ball was kicked into the street by the young boy,1,0.0,0
255,cayncn.wav,nonword_repetition,nowbheektervohk,KG,0.0,0
256,bvdrhi.wav,nonword_repetition,koovnorb,1,1.0,0
257,hrvoao.wav,blending,knife,KG,0.0,0
258,crpdvx.wav,nonword_repetition,goomdachahytowb,KG,0.0,0
259,gfeexl.wav,deletion,eat,KG,1.0,0
260,bodtwg.wav,nonword_repetition,duhhoigmoofeyb,1,0.0,0
261,cazkte.wav,nonword_repetition,koofpergoibneek,1,0.0,0
262,jesfbv.wav,blending,mad,KG,1.0,0
263,jytqaj.wav,sentence_repetition,quickly pick up the toys that were dumped out of that box,3,0.0,0
264,btmhyj.wav,nonword_repetition,vugoobuhcheen,1,1.0,0
265,idbnpl.wav,blending,pancake,KG,1.0,0
266,ahbnxp.wav,nonword_repetition,goomdachahytowb,1,1.0,0
267,azwhnh.wav,nonword_repetition,chohfmoonorbkahyheyb,2,0.0,0
268,ihwbci.wav,blending,fish,KG,1.0,0
269,anikzc.wav,nonword_repetition,dowkheefpuhgoov,KG,0.0,0
270,euycze.wav,deletion,eat,1,1.0,0
271,jjkfvo.wav,blending,rabbit,KG,1.0,0
272,cyrsda.wav,nonword_repetition,forbmuhteevheynohg,2,0.0,0
273,axuwtq.wav,nonword_repetition,moidheyf,KG,1.0,0
274,fdgmoc.wav,deletion,eat,KG,0.0,0
275,jspkrr.wav,blending,sheep,KG,1.0,0
276,bygwcb.wav,nonword_repetition,huhvohkdooteyf,KG,0.0,0
277,hsiasi.wav,blending,mouse,KG,0.0,0
278,bbdtpv.wav,nonword_repetition,powmfoibeyvohk,1,1.0,0
279,lbnzfs.wav,sentence_repetition,he wouldnt go with his sister because he was tired,KG,1.0,0
280,grmlgp.wav,deletion,pay,1,0.0,0
281,dgjmzx.wav,nonword_repetition,goomdachahytowb,1,0.0,0
282,deobih.wav,nonword_repetition,vugoobuhcheen,KG,0.0,0
283,cwiomt.wav,nonword_repetition,bowmhoideegmohf,1,0.0,0
284,fuznao.wav,deletion,plans,1,0.0,0
285,jmlabj.wav,blending,rabbit,KG,1.0,0
286,bofinm.wav,nonword_repetition,boovteypahygfuhdap,1,0.0,0
287,ahgyum.wav,nonword_repetition,kuhcheyvap,1,0.0,0
288,edmsjw.wav,nonword_repetition,voimkooheefgahyp,1,0.0,0
289,fuorps.wav,deletion,win,KG,0.0,0
290,hbavfb.wav,deletion,right,KG,1.0,0
291,lgsbdb.wav,sentence_repetition,what do you want to do after reading this book,1,1.0,0
292,dhxtly.wav,nonword_repetition,vugoobuhcheen,1,0.0,0
293,dbpivv.wav,nonword_repetition,gowfdoikeem,KG,1.0,0
294,lvahpp.wav,sentence_repetition,pick out your favorite dessert or snack before we hang the birthday banner,3,1.0,0
295,hxrlpg.wav,blending,fast,KG,0.0,0
296,gquymf.wav,deletion,day,KG,1.0,0
297,jirmwt.wav,blending,smell,KG,0.0,0
298,ffvveo.wav,deletion,off,KG,1.0,0
299,kmvxte.wav,sentence_repetition,play with your friends when you are at their house,KG,0.0,0
300,kuerzi.wav,sentence_repetition,the worker already finished all his projects for today,1,1.0,0
301,kkbfpg.wav,sentence_repetition,that toy belongs to the boys new kitten,KG,1.0,0
302,iifrnj.wav,blending,baby,KG,1.0,0
303,ksmegk.wav,sentence_repetition,the small bird woke up before sunrise to catch a worm on the ground,3,0.0,0
304,kiifhj.wav,sentence_repetition,are we going to our uncles farm to feed his baby pigs this week,2,0.0,0
305,mhkgru.wav,sentence_repetition,do not forget to take pictures at your uncles wedding next week,KG,1.0,0
306,dubmbm.wav,nonword_repetition,bowfgeechoib,1,1.0,0
307,lsozsy.wav,sentence_repetition,instead of drinking his milk willie ate a green apple,1,0.0,0
308,jgzhju.wav,blending,fly,KG,0.0,0
309,blldvy.wav,nonword_repetition,powmfoibeyvohk,1,0.0,0
310,aeypmm.wav,nonword_repetition,cheykfuhmowdoo,KG,1.0,0
311,baemib.wav,nonword_repetition,mowp,1,1.0,0
312,mowezv.wav,sentence_repetition,the picture she drew was framed by her mom and put on the refrigerator,KG,0.0,0
313,gjmqwk.wav,deletion,fall,KG,0.0,0
314,hopfhf.wav,blending,fly,KG,0.0,0
315,lyvctr.wav,sentence_repetition,while his sister washed plates the boy dried the bowls with a towel,3,0.0,0
316,baifgo.wav,nonword_repetition,kuhcheyvap,1,0.0,0
317,dnfqmk.wav,nonword_repetition,gahyfmowb,KG,1.0,0
318,flufyi.wav,deletion,win,KG,0.0,0
319,eyeggk.wav,deletion,so,KG,0.0,0
320,jewnvu.wav,blending,fan,KG,1.0,0
321,eexbfp.wav,nonword_repetition,murvoipgeeteyf,KG,0.0,0
322,jkabkv.wav,blending,eyelash,KG,1.0,0
323,kpbjwa.wav,sentence_repetition,the children can play but they need to be quiet,KG,1.0,0
324,awsomh.wav,nonword_repetition,vuhbowkeiv,KG,0.0,0
325,ippcds.wav,blending,fly,KG,0.0,0
326,jwbasw.wav,sentence_repetition,the man in the truck is my friends uncle,KG,1.0,0
327,dykasf.wav,nonword_repetition,kuhcheyvap,2,1.0,0
328,koujeg.wav,sentence_repetition,would he rather play soccer or watch the game on tv,2,0.0,0
329,mwtden.wav,sentence_repetition,quickly pick up the toys that were dumped out of that box,3,0.0,0
330,eeklrv.wav,nonword_repetition,kahymgowboov,1,0.0,0
331,naaywf.wav,sentence_repetition,the famous musician felt nervous for his first live concert,2,0.0,0
332,lbvfwd.wav,sentence_repetition,the children can play but they need to be quiet,1,1.0,0
333,lfxida.wav,sentence_repetition,instead of drinking his milk willie ate a green apple,KG,0.0,0
334,fzrlck.wav,deletion,knee,KG,0.0,0
335,lbalwh.wav,sentence_repetition,a beautiful piano sat in the attic,KG,1.0,0
336,ccpyxj.wav,nonword_repetition,toifkerpohgvoomef,1,0.0,0
337,itleda.wav,blending,saw,KG,0.0,0
338,cnzzcs.wav,nonword_repetition,goomdachahytowb,2,1.0,0
339,kxurhj.wav,sentence_repetition,jenna left the birthday party early because she felt sick,KG,0.0,0
340,kmrupc.wav,sentence_repetition,i like jumping rope more than i like playing soccer on the playground,2,0.0,0
341,aowaox.wav,nonword_repetition,vooktowf,1,1.0,0
342,fxeroy.wav,deletion,rink,1,0.0,0
343,aiahax.wav,nonword_repetition,goomdachahytowb,1,0.0,0
344,giiygr.wav,deletion,bet,1,0.0,0
345,kkavgc.wav,sentence_repetition,would he rather play soccer or watch the game on tv,2,0.0,0
346,ctodmi.wav,nonword_repetition,noimahyd,KG,1.0,0
347,hvungw.wav,blending,rabbit,KG,1.0,0
348,akljgt.wav,nonword_repetition,goomdachahytowb,KG,0.0,0
349,gbbwbx.wav,deletion,fall,KG,1.0,0
350,irexfe.wav,blending,fish,KG,0.0,0
351,hhntjx.wav,deletion,old,KG,1.0,0
352,ehtinv.wav,nonword_repetition,tevkeeberfowt,1,0.0,0
353,laywhn.wav,sentence_repetition,the boy never eats carrots but sometimes he likes broccoli,KG,0.0,0
354,gsfcbt.wav,deletion,loud,1,1.0,0
355,jhbcrg.wav,blending,tiger,KG,1.0,0
356,etslru.wav,deletion,bee,KG,0.0,0
357,enoaot.wav,deletion,it,KG,1.0,0
358,hcyvae.wav,deletion,bell,KG,0.0,0
359,hqslxr.wav,blending,knife,KG,0.0,0
360,ftefdi.wav,deletion,shell,KG,1.0,0
361,frqffe.wav,deletion,old,KG,0.0,0
362,bjzkno.wav,nonword_repetition,koovnorb,1,1.0,0
363,mpdqnp.wav,sentence_repetition,the horse was ridden by the boy,KG,0.0,0
364,agknss.wav,nonword_repetition,kuhcheyvap,1,1.0,0
365,hzsbcy.wav,blending,bike,KG,0.0,0
366,lioeqk.wav,sentence_repetition,whenever the bell rings walk through those doors,1,1.0,0
367,haoqvs.wav,deletion,win,KG,0.0,0
368,gtizdc.wav,deletion,win,KG,1.0,0
369,clhkka.wav,nonword_repetition,hevgeembohf,2,0.0,0
370,jwzfxg.wav,sentence_repetition,because it is raining can we play some video games that i downloaded last week,3,1.0,0
371,apciii.wav,nonword_repetition,vohp,KG,1.0,0
372,dcxugv.wav,nonword_repetition,goomdachahytowb,KG,0.0,0
373,mgcrse.wav,sentence_repetition,our great aunts house is never boring because she has all my favorite movies,3,0.0,0
374,iuqqyn.wav,blending,shot,KG,1.0,0
375,iqtztj.wav,blending,potato,KG,1.0,0
376,gbfaun.wav,deletion,plan,KG,0.0,0
377,glgbix.wav,deletion,eat,KG,0.0,0
378,jfqoik.wav,blending,fox,KG,1.0,0
379,hjswxy.wav,deletion,plans,1,0.0,0
380,iwdfod.wav,blending,fan,KG,1.0,0
381,moykmh.wav,sentence_repetition,the black car passed us by going very fast,1,1.0,0
382,axpdlu.wav,nonword_repetition,tohfpeeg,KG,1.0,0
383,hbzopq.wav,deletion,ham,KG,0.0,0
384,cmdblj.wav,nonword_repetition,goomdachahytowb,KG,0.0,0
385,kwjbkq.wav,sentence_repetition,if you are hungry make snacks with whatever is in the kitchen,2,1.0,0
386,aoxemf.wav,nonword_repetition,nowbheektervohk,KG,0.0,0
387,krvgjo.wav,sentence_repetition,where did you put that new pencil i just bought yesterday,1,1.0,0
388,epklrg.wav,deletion,bee,1,0.0,0
389,jpioai.wav,blending,fish,KG,1.0,0
390,jogjnx.wav,blending,cow,KG,1.0,0
391,hfbvwu.wav,deletion,air,KG,1.0,0
392,kolvis.wav,sentence_repetition,the horse was ridden by the boy,KG,1.0,0
393,mmmsbq.wav,sentence_repetition,the children can play but they need to be quiet,1,1.0,0
394,idprsm.wav,blending,football,KG,1.0,0
395,hgkewr.wav,deletion,rain,KG,0.0,0
396,bneloy.wav,nonword_repetition,kahymgowboov,1,0.0,0
397,gdcjzw.wav,deletion,bell,KG,1.0,0
398,irivqr.wav,blending,piano,KG,1.0,0
399,gwadwl.wav,deletion,corn,KG,0.0,0
400,jndjzd.wav,blending,rabbit,KG,1.0,0
401,bvsaew.wav,nonword_repetition,kuhcheyvap,2,1.0,0
402,jvvogv.wav,sentence_repetition,the coat was not worn by his sister,1,1.0,0
403,gtqfxt.wav,deletion,tell,KG,1.0,0
404,kcukzq.wav,sentence_repetition,my grandfathers old childhood stories are my favorite to hear,2,0.0,0
405,eynrjd.wav,deletion,bed,KG,0.0,0
406,ecegob.wav,nonword_repetition,purvanuhkahyd,KG,0.0,0
407,akqqvh.wav,nonword_repetition,vahtoifkerheev,KG,0.0,0
408,atnicw.wav,nonword_repetition,toifkerpohgvoomef,1,0.0,0
409,gbbxad.wav,deletion,plan,KG,0.0,0
410,giimrb.wav,deletion,eat,1,0.0,0
411,bvztew.wav,nonword_repetition,kahymneevohkmuhfoig,1,0.0,0
412,dchqbx.wav,nonword_repetition,goomdachahytowb,2,0.0,0
